stableId,version,countryScope,subregionScope,communityScope,category,difficulty,questionText,acceptedAnswer,lifecycleStatus,specialistReviewRequired,sensitivityNotes,sourceTitle,sourceUrl,humanDecision,humanReviewer,humanReviewDate,humanReviewNotes
central_equatorial_batete,1,Equatorial Guinea,Bioko,Batete community and heritage custodians,ART & HISTORY,intermediate,Which built site appears on Equatorial Guinea's 2026 Tentative List?,The neo-Gothic church of Batete,draft,yes,"Colonialism, enslavement or violence: trauma-informed historical and community review is required.",Equatorial Guinea Tentative List,https://whc.unesco.org/en/tentativelists/?action=listtentative&state=gq,pending,,,
central_regional_cassava_chickwangue,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon,Multiple local food systems,Cassava-growing communities,FOOD,introductory,How does FAO describe chickwangue?,Steamed fermented cassava pulp wrapped in leaves,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,An overview of traditional processing and utilization of cassava in Africa,https://www.fao.org/4/x5458e/x5458e05.htm,pending,,,
central_regional_cassava_leaves,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon,Multiple local food systems,Cassava-growing communities,FOOD,intermediate,Which part of cassava is also prepared as a vegetable in many Central African cuisines?,The leaves,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,An overview of traditional processing and utilization of cassava in Africa,https://www.fao.org/4/x5458e/x5458e05.htm,pending,,,
central_regional_cassava_names,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon,Multiple local food systems,Cassava-growing communities,LANGUAGE,advanced,Why should a quiz avoid treating fufu as one identical food everywhere?,The same name can refer to different preparations by place,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,An overview of traditional processing and utilization of cassava in Africa,https://www.fao.org/4/x5458e/x5458e05.htm,pending,,,
central_regional_cassava_methods,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon,Multiple local food systems,Cassava-growing communities,FOOD,introductory,Which processes appear in African cassava preparation?,"Boiling, steaming, roasting, fermenting and pounding",draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,An overview of traditional processing and utilization of cassava in Africa,https://www.fao.org/4/x5458e/x5458e05.htm,pending,,,
central_regional_gnetum_species,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon; Equatorial Guinea,Humid tropical forests,"Gnetum growers, harvesters and traders",FOOD,intermediate,What part of African Gnetum is commonly eaten?,The leaves,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Gnetum domestication for livelihood improvement and conservation,https://www.fao.org/4/XII/0671-B5.htm,pending,,,
central_regional_gnetum_names,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon; Equatorial Guinea,Humid tropical forests,"Gnetum growers, harvesters and traders",LANGUAGE,introductory,Which statement best reflects names for edible Gnetum in Central Africa?,"Names vary, including eru, okok or koko in different places",draft,yes,"Indigenous community terminology, rights and knowledge require community-led review; historical source labels must not override current self-identification.",Gnetum domestication for livelihood improvement and conservation,https://www.fao.org/4/XII/0671-B5.htm,pending,,,
central_regional_gnetum_domestication,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon; Equatorial Guinea,Humid tropical forests,"Gnetum growers, harvesters and traders",MODERN HISTORY,intermediate,Why has Gnetum domestication been encouraged?,To support livelihoods and reduce pressure on wild populations,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Gnetum domestication for livelihood improvement and conservation,https://www.fao.org/4/XII/0671-B5.htm,pending,,,
central_regional_gnetum_habitat,1,Angola; Cameroon; Central African Republic; Congo; Democratic Republic of the Congo; Gabon; Equatorial Guinea,Humid tropical forests,"Gnetum growers, harvesters and traders",GEOGRAPHY,advanced,What growth form does edible African Gnetum have?,A climbing forest vine,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Gnetum domestication for livelihood improvement and conservation,https://www.fao.org/4/XII/0671-B5.htm,pending,,,
central_cameroon_kapsiki_marriages,1,Cameroon; Nigeria,Mandara Mountains and neighbouring areas,Kapsiki/Higi communities,TRADITION,introductory,What distinction does the study make within Kapsiki/Higi marriage rituals?,Between first marriages and secondary marriages,draft,yes,"Marriage and gender material: require locally grounded, gender-aware review and do not present one documented practice as universal or prescriptive.",The Song of the Bride,https://doi.org/10.1093/acprof:oso/9780199858149.003.0009,pending,,,
central_cameroon_kapsiki_change,1,Cameroon; Nigeria,Mandara Mountains and neighbouring areas,Kapsiki/Higi communities,TRADITION,intermediate,What changed in the wedding feasts observed over four decades?,They grew from modest gift-giving into larger public displays,draft,yes,"Marriage and gender material: require locally grounded, gender-aware review and do not present one documented practice as universal or prescriptive.",The Song of the Bride,https://doi.org/10.1093/acprof:oso/9780199858149.003.0009,pending,,,
